Gene.name.mouse,Gene.stable.ID.mouse,Gene.description.mouse,Chromosome.scaffold.name.mouse,Gene.start..bp.mouse,Gene.end..bp.mouse,Strand.mouse,homology.type,orthology.confidence..0.low..1.high.,Gene.name.human,Gene.stable.ID.human,Gene.description.human,Chromosome.scaffold.name.human,Gene.start..bp.human,Gene.end..bp.human,Strand.1.human
Slc12a5,ENSMUSG00000017740,"solute carrier family 12, member 5 [Source:MGI Symbol;Acc:MGI:1862037]",2,164802722,164841651,1,ortholog_one2one,1,SLC12A5,ENSG00000124140,solute carrier family 12 member 5 [Source:HGNC Symbol;Acc:HGNC:13818],20,46021690,46060150,1
Lsmem1,ENSMUSG00000071342,leucine-rich single-pass membrane protein 1 [Source:MGI Symbol;Acc:MGI:2685735],12,40225492,40249489,-1,ortholog_one2one,1,LSMEM1,ENSG00000181016,leucine rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:22036],7,112480853,112491062,1
Parp12,ENSMUSG00000038507,"poly (ADP-ribose) polymerase family, member 12 [Source:MGI Symbol;Acc:MGI:2143990]",6,39063344,39095283,-1,ortholog_one2one,1,PARP12,ENSG00000059378,poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919],7,140023749,140062951,-1
Hspa14,ENSMUSG00000109865,heat shock protein 14 [Source:MGI Symbol;Acc:MGI:1354164],2,3489887,3513851,-1,ortholog_one2one,1,HSPA14,ENSG00000187522,heat shock protein family A (Hsp70) member 14 [Source:HGNC Symbol;Acc:HGNC:29526],10,14838306,14871741,1
Clec2l,ENSMUSG00000079598,"C-type lectin domain family 2, member L [Source:MGI Symbol;Acc:MGI:2141402]",6,38640002,38657800,1,ortholog_one2one,1,CLEC2L,ENSG00000236279,C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969],7,139523685,139544985,1
Mfsd10,ENSMUSG00000001082,major facilitator superfamily domain containing 10 [Source:MGI Symbol;Acc:MGI:1915544],5,34790986,34794556,-1,ortholog_one2one,1,MFSD10,ENSG00000109736,major facilitator superfamily domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16894],4,2930561,2934834,-1
Gltp,ENSMUSG00000011884,glycolipid transfer protein [Source:MGI Symbol;Acc:MGI:1929253],5,114807459,114829045,-1,ortholog_one2one,1,GLTP,ENSG00000139433,glycolipid transfer protein [Source:HGNC Symbol;Acc:HGNC:24867],12,109850945,109880541,-1
Fkrp,ENSMUSG00000048920,fukutin related protein [Source:MGI Symbol;Acc:MGI:2447586],7,16543171,16550657,-1,ortholog_one2one,1,FKRP,ENSG00000181027,fukutin related protein [Source:HGNC Symbol;Acc:HGNC:17997],19,46746046,46776988,1
Paip1,ENSMUSG00000025451,polyadenylate binding protein-interacting protein 1 [Source:MGI Symbol;Acc:MGI:2384993],13,119565137,119594754,1,ortholog_one2one,1,PAIP1,ENSG00000172239,poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945],5,43526267,43557758,-1
Ccdc88b,ENSMUSG00000047810,coiled-coil domain containing 88B [Source:MGI Symbol;Acc:MGI:1925567],19,6821991,6835579,-1,ortholog_one2one,1,CCDC88B,ENSG00000168071,coiled-coil domain containing 88B [Source:HGNC Symbol;Acc:HGNC:26757],11,64340204,64357534,1
Mllt10,ENSMUSG00000026743,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10 [Source:MGI Symbol;Acc:MGI:1329038]",2,18060048,18217199,1,ortholog_one2one,1,MLLT10,ENSG00000078403,MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063],10,21524646,21743630,1
Tyk2,ENSMUSG00000032175,tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:1929470],9,21015364,21042539,-1,ortholog_one2one,1,TYK2,ENSG00000105397,tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440],19,10350529,10380572,-1
Wnt6,ENSMUSG00000033227,"wingless-type MMTV integration site family, member 6 [Source:MGI Symbol;Acc:MGI:98960]",1,74811051,74824481,1,ortholog_one2one,1,WNT6,ENSG00000115596,Wnt family member 6 [Source:HGNC Symbol;Acc:HGNC:12785],2,218859805,218874233,1
Fam118b,ENSMUSG00000050471,"family with sequence similarity 118, member B [Source:MGI Symbol;Acc:MGI:1924483]",9,35128261,35179101,-1,ortholog_one2one,1,FAM118B,ENSG00000197798,family with sequence similarity 118 member B [Source:HGNC Symbol;Acc:HGNC:26110],11,126211724,126262984,1
Rasa1,ENSMUSG00000021549,RAS p21 protein activator 1 [Source:MGI Symbol;Acc:MGI:97860],13,85362899,85437249,-1,ortholog_one2one,1,RASA1,ENSG00000145715,RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871],5,87267883,87391931,1
Mapkapk3,ENSMUSG00000032577,mitogen-activated protein kinase-activated protein kinase 3 [Source:MGI Symbol;Acc:MGI:2143163],9,107132126,107167076,-1,ortholog_one2one,1,MAPKAPK3,ENSG00000114738,MAPK activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888],3,50611520,50649291,1
Mttp,ENSMUSG00000028158,microsomal triglyceride transfer protein [Source:MGI Symbol;Acc:MGI:106926],3,137795615,137850729,-1,ortholog_one2one,1,MTTP,ENSG00000138823,microsomal triglyceride transfer protein [Source:HGNC Symbol;Acc:HGNC:7467],4,99564081,99623997,1
Sfxn1,ENSMUSG00000021474,sideroflexin 1 [Source:MGI Symbol;Acc:MGI:2137677],13,54225888,54262361,1,ortholog_one2one,1,SFXN1,ENSG00000164466,sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085],5,175477062,175529742,1
Nbn,ENSMUSG00000028224,nibrin [Source:MGI Symbol;Acc:MGI:1351625],4,15957925,15992589,1,ortholog_one2one,1,NBN,ENSG00000104320,nibrin [Source:HGNC Symbol;Acc:HGNC:7652],8,89933331,90003228,-1
Ttc9c,ENSMUSG00000071660,tetratricopeptide repeat domain 9C [Source:MGI Symbol;Acc:MGI:1917637],19,8786439,8796697,-1,ortholog_one2one,1,TTC9C,ENSG00000162222,tetratricopeptide repeat domain 9C [Source:HGNC Symbol;Acc:HGNC:28432],11,62728069,62740293,1
Greb1,ENSMUSG00000036523,gene regulated by estrogen in breast cancer protein [Source:MGI Symbol;Acc:MGI:2149712],12,16720616,16850887,-1,ortholog_one2one,1,GREB1,ENSG00000196208,growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885],2,11482341,11642788,1
Dlx6,ENSMUSG00000029754,distal-less homeobox 6 [Source:MGI Symbol;Acc:MGI:101927],6,6863334,6868568,1,ortholog_one2one,1,DLX6,ENSG00000006377,distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919],7,97005553,97011040,1
Vsnl1,ENSMUSG00000054459,visinin-like 1 [Source:MGI Symbol;Acc:MGI:1349453],12,11375243,11486614,-1,ortholog_one2one,1,VSNL1,ENSG00000163032,visinin like 1 [Source:HGNC Symbol;Acc:HGNC:12722],2,17539126,17657018,1
Fbln5,ENSMUSG00000021186,fibulin 5 [Source:MGI Symbol;Acc:MGI:1346091],12,101712824,101785314,-1,ortholog_one2one,1,FBLN5,ENSG00000140092,fibulin 5 [Source:HGNC Symbol;Acc:HGNC:3602],14,91869411,91947987,-1
Pmpca,ENSMUSG00000026926,peptidase (mitochondrial processing) alpha [Source:MGI Symbol;Acc:MGI:1918568],2,26279351,26287134,1,ortholog_one2one,1,PMPCA,ENSG00000165688,"peptidase, mitochondrial processing subunit alpha [Source:HGNC Symbol;Acc:HGNC:18667]",9,136410641,136423761,1
Trp53i11,ENSMUSG00000068735,transformation related protein 53 inducible protein 11 [Source:MGI Symbol;Acc:MGI:2670995],2,93017893,93032104,1,ortholog_one2one,1,TP53I11,ENSG00000175274,tumor protein p53 inducible protein 11 [Source:HGNC Symbol;Acc:HGNC:16842],11,44885903,44951306,-1
Iqca1l,ENSMUSG00000038199,IQ motif containing with AAA domain 1 like [Source:MGI Symbol;Acc:MGI:3045319],5,24748430,24761807,-1,ortholog_one2one,1,IQCA1L,ENSG00000278685,IQ motif containing with AAA domain 1 like [Source:HGNC Symbol;Acc:HGNC:22831],7,151190873,151205496,-1
Tmppe,ENSMUSG00000079260,transmembrane protein with metallophosphoesterase domain [Source:MGI Symbol;Acc:MGI:5317335],9,114230173,114236344,1,ortholog_one2one,1,TMPPE,ENSG00000188167,transmembrane protein with metallophosphoesterase domain [Source:HGNC Symbol;Acc:HGNC:33865],3,33090421,33097146,-1
Lta4h,ENSMUSG00000015889,leukotriene A4 hydrolase [Source:MGI Symbol;Acc:MGI:96836],10,93289273,93320737,1,ortholog_one2one,1,LTA4H,ENSG00000111144,leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710],12,96000753,96043520,-1
Snord15a,ENSMUSG00000065822,"small nucleolar RNA, C/D box 15A [Source:MGI Symbol;Acc:MGI:3645887]",7,99131992,99132139,-1,ortholog_one2one,1,SNORD15A,ENSG00000206941,"small nucleolar RNA, C/D box 15A [Source:HGNC Symbol;Acc:HGNC:10114]",11,75400391,75400538,1
Leo1,ENSMUSG00000042487,"Leo1, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:2685031]",9,75348806,75373714,1,ortholog_one2one,1,LEO1,ENSG00000166477,"LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]",15,51938025,51971778,-1
Gem,ENSMUSG00000028214,GTP binding protein (gene overexpressed in skeletal muscle) [Source:MGI Symbol;Acc:MGI:99844],4,11704457,11714752,1,ortholog_one2one,1,GEM,ENSG00000164949,GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234],8,94249253,94262350,-1
Qprt,ENSMUSG00000030674,quinolinate phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1914625],7,126706286,126721398,-1,ortholog_one2one,1,QPRT,ENSG00000103485,quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755],16,29663279,29698699,1
Mettl26,ENSMUSG00000025731,methyltransferase like 26 [Source:MGI Symbol;Acc:MGI:1915597],17,26094048,26096143,1,ortholog_one2one,1,METTL26,ENSG00000130731,methyltransferase like 26 [Source:HGNC Symbol;Acc:HGNC:14141],16,634427,636366,-1
Carmil2,ENSMUSG00000050357,capping protein regulator and myosin 1 linker 2 [Source:MGI Symbol;Acc:MGI:2685431],8,106412906,106424819,1,ortholog_one2one,1,CARMIL2,ENSG00000159753,capping protein regulator and myosin 1 linker 2 [Source:HGNC Symbol;Acc:HGNC:27089],16,67644988,67657569,1
Commd2,ENSMUSG00000036513,COMM domain containing 2 [Source:MGI Symbol;Acc:MGI:1098806],3,57551770,57559136,-1,ortholog_one2one,1,COMMD2,ENSG00000114744,COMM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24993],3,149738472,149752495,-1
Otx2,ENSMUSG00000021848,orthodenticle homeobox 2 [Source:MGI Symbol;Acc:MGI:97451],14,48895134,48911276,-1,ortholog_one2one,1,OTX2,ENSG00000165588,orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522],14,56799905,56816693,-1
Grm8,ENSMUSG00000024211,"glutamate receptor, metabotropic 8 [Source:MGI Symbol;Acc:MGI:1351345]",6,27275118,28135177,-1,ortholog_one2one,1,GRM8,ENSG00000179603,glutamate metabotropic receptor 8 [Source:HGNC Symbol;Acc:HGNC:4600],7,126438598,127253093,-1
Pdia2,ENSMUSG00000024184,protein disulfide isomerase associated 2 [Source:MGI Symbol;Acc:MGI:1916441],17,26414973,26418061,-1,ortholog_one2one,1,PDIA2,ENSG00000185615,protein disulfide isomerase family A member 2 [Source:HGNC Symbol;Acc:HGNC:14180],16,283164,287215,1
Col20a1,ENSMUSG00000016356,"collagen, type XX, alpha 1 [Source:MGI Symbol;Acc:MGI:1920618]",2,180628328,180660156,1,ortholog_one2one,1,COL20A1,ENSG00000101203,collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670],20,63293186,63334851,1
Sipa1l1,ENSMUSG00000042700,signal-induced proliferation-associated 1 like 1 [Source:MGI Symbol;Acc:MGI:2443679],12,82216094,82498560,1,ortholog_one2one,1,SIPA1L1,ENSG00000197555,signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284],14,71320449,71741229,1
Ppard,ENSMUSG00000002250,peroxisome proliferator activator receptor delta [Source:MGI Symbol;Acc:MGI:101884],17,28451674,28520448,1,ortholog_one2one,1,PPARD,ENSG00000112033,peroxisome proliferator activated receptor delta [Source:HGNC Symbol;Acc:HGNC:9235],6,35342558,35428191,1
Pate3,ENSMUSG00000094995,prostate and testis expressed 3 [Source:MGI Symbol;Acc:MGI:4936999],9,35556409,35559498,-1,ortholog_one2one,1,PATE3,ENSG00000236027,prostate and testis expressed 3 [Source:HGNC Symbol;Acc:HGNC:35426],11,125788127,125791600,1
Angptl3,ENSMUSG00000028553,angiopoietin-like 3 [Source:MGI Symbol;Acc:MGI:1353627],4,98919191,98934348,1,ortholog_one2one,1,ANGPTL3,ENSG00000132855,angiopoietin like 3 [Source:HGNC Symbol;Acc:HGNC:491],1,62597520,62606313,1
Bcas1,ENSMUSG00000013523,brain enriched myelin associated protein 1 [Source:MGI Symbol;Acc:MGI:1924210],2,170188911,170269765,-1,ortholog_one2one,1,BCAS1,ENSG00000064787,brain enriched myelin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:974],20,53936777,54070594,-1
Tfeb,ENSMUSG00000023990,transcription factor EB [Source:MGI Symbol;Acc:MGI:103270],17,48047955,48103344,1,ortholog_one2one,1,TFEB,ENSG00000112561,transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753],6,41683978,41736259,-1
Anapc2,ENSMUSG00000026965,anaphase promoting complex subunit 2 [Source:MGI Symbol;Acc:MGI:2139135],2,25162490,25175927,1,ortholog_one2one,1,ANAPC2,ENSG00000176248,anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989],9,137174784,137188560,-1
Tpra1,ENSMUSG00000002871,"transmembrane protein, adipocyte asscociated 1 [Source:MGI Symbol;Acc:MGI:1345190]",6,88879233,88889220,1,ortholog_one2one,1,TPRA1,ENSG00000163870,transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413],3,127571232,127598267,-1
Ppil4,ENSMUSG00000015757,peptidylprolyl isomerase (cyclophilin)-like 4 [Source:MGI Symbol;Acc:MGI:1914668],10,7668655,7698899,1,ortholog_one2one,1,PPIL4,ENSG00000131013,peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702],6,149504495,149546043,-1
Parn,ENSMUSG00000022685,poly(A)-specific ribonuclease (deadenylation nuclease) [Source:MGI Symbol;Acc:MGI:1921358],16,13355824,13486034,-1,ortholog_one2one,1,PARN,ENSG00000140694,poly(A)-specific ribonuclease [Source:HGNC Symbol;Acc:HGNC:8609],16,14435700,14632728,-1
Fam117a,ENSMUSG00000038893,"family with sequence similarity 117, member A [Source:MGI Symbol;Acc:MGI:2144564]",11,95227844,95272698,1,ortholog_one2one,1,FAM117A,ENSG00000121104,family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179],17,49710332,49789180,-1
Cpox,ENSMUSG00000022742,coproporphyrinogen oxidase [Source:MGI Symbol;Acc:MGI:104841],16,58490655,58537999,1,ortholog_one2one,1,CPOX,ENSG00000080819,coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321],3,98579446,98593648,-1
Rab6a,ENSMUSG00000030704,"RAB6A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:894313]",7,100256617,100290475,1,ortholog_one2one,1,RAB6A,ENSG00000175582,"RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]",11,73675638,73761137,-1
Igfbpl1,ENSMUSG00000035551,insulin-like growth factor binding protein-like 1 [Source:MGI Symbol;Acc:MGI:1933198],4,45809468,45826923,-1,ortholog_one2one,1,IGFBPL1,ENSG00000137142,insulin like growth factor binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:20081],9,38406528,38424454,-1
Commd10,ENSMUSG00000042705,COMM domain containing 10 [Source:MGI Symbol;Acc:MGI:1916706],18,47091883,47367351,1,ortholog_one2one,1,COMMD10,ENSG00000145781,COMM domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30201],5,116085016,116412762,1
Tcf24,ENSMUSG00000099032,transcription factor 24 [Source:MGI Symbol;Acc:MGI:3780500],1,10030388,10038157,-1,ortholog_one2one,1,TCF24,ENSG00000261787,transcription factor 24 [Source:HGNC Symbol;Acc:HGNC:32275],8,66946501,66962591,-1
Gm22192,ENSMUSG00000119688,"predicted gene, 22192 [Source:MGI Symbol;Acc:MGI:5451969]",2,32111982,32112066,1,ortholog_one2one,1,SNORD62A,ENSG00000235284,"small nucleolar RNA, C/D box 62A [Source:HGNC Symbol;Acc:HGNC:10219]",9,131485665,131485750,1
Aco2,ENSMUSG00000022477,"aconitase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:87880]",15,81756510,81799334,1,ortholog_one2one,1,ACO2,ENSG00000100412,aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118],22,41447830,41529273,1
Asap2,ENSMUSG00000052632,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:2685438]",12,21040460,21320172,1,ortholog_one2one,1,ASAP2,ENSG00000151693,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]",2,9206765,9405683,1
Sdk2,ENSMUSG00000041592,sidekick cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:2443847],11,113667200,113957872,-1,ortholog_one2one,1,SDK2,ENSG00000069188,sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308],17,73334384,73644445,-1
Pnpo,ENSMUSG00000018659,pyridoxine 5'-phosphate oxidase [Source:MGI Symbol;Acc:MGI:2144151],11,96828651,96834812,-1,ortholog_one2one,1,PNPO,ENSG00000108439,pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260],17,47941506,47949308,1
Agap1,ENSMUSG00000055013,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:MGI Symbol;Acc:MGI:2653690]",1,89382528,89825339,1,ortholog_one2one,1,AGAP1,ENSG00000157985,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]",2,235494043,236131800,1
Lsm3,ENSMUSG00000034192,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:1914928]",6,91492910,91499607,1,ortholog_one2one,1,LSM3,ENSG00000170860,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]",3,14178817,14201122,1
Mid1ip1,ENSMUSG00000008035,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) [Source:MGI Symbol;Acc:MGI:1915291],X,10581252,10585929,1,ortholog_one2one,1,MID1IP1,ENSG00000165175,MID1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20715],X,38801440,38806537,1
Dnaaf2,ENSMUSG00000020973,"dynein, axonemal assembly factor 2 [Source:MGI Symbol;Acc:MGI:1923566]",12,69235861,69245203,-1,ortholog_one2one,1,DNAAF2,ENSG00000165506,dynein axonemal assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:20188],14,49625174,49635244,-1
Flcn,ENSMUSG00000032633,folliculin [Source:MGI Symbol;Acc:MGI:2442184],11,59682234,59700842,-1,ortholog_one2one,1,FLCN,ENSG00000154803,folliculin [Source:HGNC Symbol;Acc:HGNC:27310],17,17212212,17237188,-1
Tdrd9,ENSMUSG00000054003,tudor domain containing 9 [Source:MGI Symbol;Acc:MGI:1921941],12,111937993,112035288,1,ortholog_one2one,1,TDRD9,ENSG00000156414,tudor domain containing 9 [Source:HGNC Symbol;Acc:HGNC:20122],14,103928456,104052667,1
Ypel3,ENSMUSG00000042675,yippee like 3 [Source:MGI Symbol;Acc:MGI:1913340],7,126376127,126379686,1,ortholog_one2one,1,YPEL3,ENSG00000090238,yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327],16,30092314,30096915,-1
Pikfyve,ENSMUSG00000025949,"phosphoinositide kinase, FYVE type zinc finger containing [Source:MGI Symbol;Acc:MGI:1335106]",1,65225842,65317854,1,ortholog_one2one,1,PIKFYVE,ENSG00000115020,"phosphoinositide kinase, FYVE-type zinc finger containing [Source:HGNC Symbol;Acc:HGNC:23785]",2,208266255,208358746,1
Mb,ENSMUSG00000018893,myoglobin [Source:MGI Symbol;Acc:MGI:96922],15,76899687,76934870,-1,ortholog_one2one,1,MB,ENSG00000198125,myoglobin [Source:HGNC Symbol;Acc:HGNC:6915],22,35606764,35637951,-1
Smim27,ENSMUSG00000028407,small integral membrane protein 27 [Source:MGI Symbol;Acc:MGI:1913684],4,40269579,40270940,1,ortholog_one2one,1,SMIM27,ENSG00000235453,small integral membrane protein 27 [Source:HGNC Symbol;Acc:HGNC:31420],9,32551144,32568621,1
Yae1d1,ENSMUSG00000075054,Yae1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1914258],13,18155915,18167934,-1,ortholog_one2one,1,YAE1,ENSG00000241127,YAE1 maturation factor of ABCE1 [Source:HGNC Symbol;Acc:HGNC:24857],7,39566385,39610320,1
Hykk,ENSMUSG00000035878,hydroxylysine kinase 1 [Source:MGI Symbol;Acc:MGI:2443139],9,54824567,54857208,1,ortholog_one2one,1,HYKK,ENSG00000188266,hydroxylysine kinase [Source:HGNC Symbol;Acc:HGNC:34403],15,78507564,78537372,1
Selenoo,ENSMUSG00000035757,selenoprotein O [Source:MGI Symbol;Acc:MGI:1919007],15,88973287,88984543,1,ortholog_one2one,1,SELENOO,ENSG00000073169,selenoprotein O [Source:HGNC Symbol;Acc:HGNC:30395],22,50201011,50217616,1
Ciao1,ENSMUSG00000003662,cytosolic iron-sulfur protein assembly 1 [Source:MGI Symbol;Acc:MGI:1346998],2,127082858,127089736,-1,ortholog_one2one,1,CIAO1,ENSG00000144021,cytosolic iron-sulfur assembly component 1 [Source:HGNC Symbol;Acc:HGNC:14280],2,96266159,96274173,1
Card6,ENSMUSG00000041849,"caspase recruitment domain family, member 6 [Source:MGI Symbol;Acc:MGI:3032959]",15,5125463,5138021,-1,ortholog_one2one,1,CARD6,ENSG00000132357,caspase recruitment domain family member 6 [Source:HGNC Symbol;Acc:HGNC:16394],5,40841308,40860175,1
Cetn2,ENSMUSG00000031347,centrin 2 [Source:MGI Symbol;Acc:MGI:1347085],X,71957138,71962017,-1,ortholog_one2one,1,CETN2,ENSG00000147400,centrin 2 [Source:HGNC Symbol;Acc:HGNC:1867],X,152826994,152830757,-1
Rbm38,ENSMUSG00000027510,RNA binding motif protein 38 [Source:MGI Symbol;Acc:MGI:1889294],2,172862291,172876527,1,ortholog_one2one,1,RBM38,ENSG00000132819,RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818],20,57391396,57409333,1
Morf4l1,ENSMUSG00000062270,mortality factor 4 like 1 [Source:MGI Symbol;Acc:MGI:1096551],9,89973718,89996827,-1,ortholog_one2one,1,MORF4L1,ENSG00000185787,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989],15,78810487,78898139,1
Ankle1,ENSMUSG00000046295,ankyrin repeat and LEM domain containing 1 [Source:MGI Symbol;Acc:MGI:1918775],8,71858654,71862548,1,ortholog_one2one,1,ANKLE1,ENSG00000160117,ankyrin repeat and LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26812],19,17281645,17287646,1
Olfr650-ps1,ENSMUSG00000081859,"olfactory receptor 650, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030484]",7,103852644,103857072,1,ortholog_one2one,1,OR52B6,ENSG00000187747,olfactory receptor family 52 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:15211],11,5580877,5581884,1
Srrm4,ENSMUSG00000063919,serine/arginine repetitive matrix 4 [Source:MGI Symbol;Acc:MGI:1916205],5,116577334,116729876,-1,ortholog_one2one,1,SRRM4,ENSG00000139767,serine/arginine repetitive matrix 4 [Source:HGNC Symbol;Acc:HGNC:29389],12,118981541,119163051,1
Nop14,ENSMUSG00000036693,NOP14 nucleolar protein [Source:MGI Symbol;Acc:MGI:1922666],5,34795880,34817492,-1,ortholog_one2one,1,NOP14,ENSG00000087269,NOP14 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:16821],4,2937933,2963406,-1
Ggt5,ENSMUSG00000006344,gamma-glutamyltransferase 5 [Source:MGI Symbol;Acc:MGI:1346063],10,75425174,75453034,1,ortholog_one2one,1,GGT5,ENSG00000099998,gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260],22,24219654,24245108,-1
